district,spring_id,date,rainfall_mm,discharge_lpm,forest_cover_index
Tehri Garhwal,TehriGarhwal_S5,2016-12-01,29.1,22.12,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-01-01,25.7,19.2,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-02-01,23.2,20.97,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-03-01,40.6,19.46,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-04-01,45.6,21.21,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-05-01,74.0,21.96,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-06-01,192.6,22.8,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-07-01,281.4,28.23,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-08-01,239.6,28.96,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-09-01,160.6,30.49,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-10-01,74.3,24.38,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-11-01,35.7,22.04,0.58
Tehri Garhwal,TehriGarhwal_S5,2017-12-01,39.4,20.34,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-01-01,28.8,20.68,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-02-01,28.0,20.04,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-03-01,46.3,18.8,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-04-01,56.9,18.98,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-05-01,84.9,21.66,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-06-01,234.0,22.07,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-07-01,362.3,29.63,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-08-01,258.9,33.21,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-09-01,200.1,26.9,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-10-01,73.8,27.72,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-11-01,44.3,20.79,0.58
Tehri Garhwal,TehriGarhwal_S5,2018-12-01,49.0,20.26,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-01-01,30.5,19.42,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-02-01,28.7,20.85,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-03-01,45.2,18.31,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-04-01,58.9,19.45,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-05-01,84.5,20.4,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-06-01,234.8,20.13,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-07-01,335.8,27.78,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-08-01,282.1,33.88,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-09-01,182.7,28.4,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-10-01,80.3,25.55,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-11-01,46.5,18.02,0.58
Tehri Garhwal,TehriGarhwal_S5,2019-12-01,47.0,19.45,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-01-01,31.2,19.16,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-02-01,29.2,18.03,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-03-01,44.8,19.68,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-04-01,59.4,18.94,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-05-01,86.3,19.61,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-06-01,221.9,20.42,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-07-01,375.2,23.61,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-08-01,279.3,30.27,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-09-01,178.3,29.61,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-10-01,89.9,21.68,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-11-01,44.3,19.93,0.58
Tehri Garhwal,TehriGarhwal_S5,2020-12-01,38.6,18.52,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-01-01,32.5,20.26,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-02-01,29.8,19.06,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-03-01,53.7,17.71,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-04-01,68.7,20.35,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-05-01,88.2,18.91,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-06-01,298.9,21.37,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-07-01,378.8,26.47,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-08-01,326.9,33.09,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-09-01,239.7,28.75,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-10-01,99.4,24.62,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-11-01,49.0,20.33,0.58
Tehri Garhwal,TehriGarhwal_S5,2021-12-01,46.5,18.85,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-01-01,31.6,18.0,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-02-01,30.5,18.35,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-03-01,42.8,17.25,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-04-01,61.5,18.76,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-05-01,90.8,19.28,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-06-01,217.6,19.86,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-07-01,295.5,24.08,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-08-01,318.2,27.68,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-09-01,156.7,29.04,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-10-01,92.8,24.48,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-11-01,43.9,20.7,0.58
Tehri Garhwal,TehriGarhwal_S5,2022-12-01,50.4,18.8,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-01-01,27.3,20.92,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-02-01,25.1,17.67,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-03-01,39.2,17.53,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-04-01,54.9,18.21,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-05-01,74.9,17.21,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-06-01,224.0,18.4,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-07-01,262.5,23.6,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-08-01,265.4,26.39,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-09-01,181.0,25.39,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-10-01,81.9,22.66,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-11-01,44.9,19.89,0.58
Tehri Garhwal,TehriGarhwal_S5,2023-12-01,36.5,18.25,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-01-01,20.4,17.01,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-02-01,23.4,15.98,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-03-01,34.6,17.55,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-04-01,44.8,17.63,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-05-01,60.6,15.91,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-06-01,188.6,17.55,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-07-01,220.3,22.52,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-08-01,242.7,24.32,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-09-01,177.3,25.25,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-10-01,68.6,22.1,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-11-01,34.9,18.44,0.58
Tehri Garhwal,TehriGarhwal_S5,2024-12-01,32.0,16.74,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-01-01,19.4,15.99,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-02-01,18.6,15.86,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-03-01,27.1,16.03,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-04-01,46.4,16.24,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-05-01,62.5,15.31,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-06-01,168.1,17.08,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-07-01,218.8,21.11,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-08-01,201.2,22.43,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-09-01,142.8,21.82,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-10-01,61.0,20.53,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-11-01,31.9,16.26,0.58
Tehri Garhwal,TehriGarhwal_S5,2025-12-01,30.1,14.84,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-01-01,26.1,39.48,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-02-01,26.4,31.84,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-03-01,40.9,28.32,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-04-01,56.7,31.06,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-05-01,80.1,32.77,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-06-01,211.8,34.08,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-07-01,303.4,43.34,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-08-01,231.7,45.78,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-09-01,184.7,43.36,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-10-01,82.1,40.92,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-11-01,41.2,34.77,0.58
Tehri Garhwal,TehriGarhwal_S6,2005-12-01,44.2,29.44,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-01-01,16.7,30.24,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-02-01,20.2,25.02,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-03-01,29.7,28.17,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-04-01,40.1,28.8,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-05-01,57.2,28.61,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-06-01,166.8,31.37,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-07-01,234.0,37.75,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-08-01,205.6,37.19,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-09-01,126.0,40.47,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-10-01,49.4,33.37,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-11-01,31.5,30.89,0.58
Tehri Garhwal,TehriGarhwal_S6,2006-12-01,32.6,27.11,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-01-01,28.5,28.99,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-02-01,32.4,28.21,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-03-01,49.2,29.19,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-04-01,69.1,29.88,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-05-01,85.7,30.41,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-06-01,241.2,29.27,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-07-01,358.0,37.94,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-08-01,308.5,46.44,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-09-01,181.8,44.71,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-10-01,95.2,35.92,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-11-01,48.2,32.78,0.58
Tehri Garhwal,TehriGarhwal_S6,2007-12-01,46.4,28.51,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-01-01,28.3,27.33,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-02-01,32.3,27.18,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-03-01,40.3,28.03,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-04-01,55.1,28.55,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-05-01,86.8,31.58,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-06-01,247.6,29.6,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-07-01,280.0,39.71,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-08-01,258.9,42.49,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-09-01,157.3,40.21,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-10-01,87.0,33.44,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-11-01,39.5,27.83,0.58
Tehri Garhwal,TehriGarhwal_S6,2008-12-01,42.0,26.67,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-01-01,29.2,25.95,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-02-01,31.3,24.32,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-03-01,45.1,25.59,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-04-01,64.9,25.91,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-05-01,95.8,29.2,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-06-01,232.6,30.92,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-07-01,334.0,35.87,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-08-01,333.5,42.54,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-09-01,206.4,38.95,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-10-01,82.0,34.89,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-11-01,48.6,29.38,0.58
Tehri Garhwal,TehriGarhwal_S6,2009-12-01,42.2,27.98,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-01-01,36.7,25.5,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-02-01,34.7,27.43,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-03-01,51.5,23.91,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-04-01,66.7,25.04,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-05-01,107.3,28.42,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-06-01,263.4,32.02,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-07-01,380.3,38.8,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-08-01,363.0,43.93,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-09-01,210.6,38.25,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-10-01,96.8,31.2,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-11-01,46.0,28.73,0.58
Tehri Garhwal,TehriGarhwal_S6,2010-12-01,46.6,25.3,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-01-01,21.5,24.29,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-02-01,23.3,24.4,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-03-01,34.0,24.47,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-04-01,35.4,25.99,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-05-01,64.5,24.98,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-06-01,181.1,27.87,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-07-01,215.4,32.24,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-08-01,204.9,33.7,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-09-01,110.9,35.02,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-10-01,62.3,26.93,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-11-01,27.9,29.36,0.58
Tehri Garhwal,TehriGarhwal_S6,2011-12-01,31.0,24.35,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-01-01,22.4,24.45,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-02-01,23.2,24.1,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-03-01,30.1,25.65,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-04-01,39.0,24.67,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-05-01,53.2,22.17,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-06-01,167.9,26.48,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-07-01,224.9,29.88,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-08-01,187.8,33.32,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-09-01,144.4,29.21,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-10-01,62.0,29.72,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-11-01,29.4,23.99,0.58
Tehri Garhwal,TehriGarhwal_S6,2012-12-01,30.7,23.23,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-01-01,34.1,22.78,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-02-01,32.2,25.43,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-03-01,51.2,25.32,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-04-01,59.0,23.95,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-05-01,97.8,24.27,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-06-01,263.1,25.51,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-07-01,344.1,35.76,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-08-01,336.3,37.05,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-09-01,198.1,36.4,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-10-01,101.5,31.96,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-11-01,50.9,25.08,0.58
Tehri Garhwal,TehriGarhwal_S6,2013-12-01,37.4,23.25,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-01-01,25.0,20.8,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-02-01,31.4,22.7,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-03-01,53.6,24.32,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-04-01,64.3,23.97,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-05-01,87.4,25.29,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-06-01,240.9,23.53,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-07-01,392.8,32.0,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-08-01,279.3,36.74,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-09-01,233.9,32.83,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-10-01,98.6,32.21,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-11-01,44.8,24.84,0.58
Tehri Garhwal,TehriGarhwal_S6,2014-12-01,47.2,20.61,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-01-01,25.4,20.75,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-02-01,25.1,19.69,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-03-01,30.7,21.6,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-04-01,45.9,23.46,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-05-01,66.3,23.38,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-06-01,209.5,20.58,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-07-01,232.8,31.14,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-08-01,267.7,31.43,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-09-01,153.8,29.05,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-10-01,64.6,25.94,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-11-01,33.7,23.53,0.58
Tehri Garhwal,TehriGarhwal_S6,2015-12-01,33.3,21.46,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-01-01,22.8,19.44,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-02-01,20.4,20.9,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-03-01,28.0,17.96,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-04-01,43.9,20.15,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-05-01,58.1,22.2,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-06-01,170.3,21.58,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-07-01,231.0,25.67,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-08-01,210.7,30.14,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-09-01,170.8,29.26,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-10-01,68.2,27.82,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-11-01,34.6,22.61,0.58
Tehri Garhwal,TehriGarhwal_S6,2016-12-01,29.1,21.26,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-01-01,25.7,20.6,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-02-01,23.2,19.93,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-03-01,40.6,19.59,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-04-01,45.6,19.93,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-05-01,74.0,19.09,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-06-01,192.6,20.42,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-07-01,281.4,25.93,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-08-01,239.6,30.27,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-09-01,160.6,30.11,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-10-01,74.3,24.69,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-11-01,35.7,22.19,0.58
Tehri Garhwal,TehriGarhwal_S6,2017-12-01,39.4,20.53,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-01-01,28.8,19.34,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-02-01,28.0,19.65,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-03-01,46.3,18.76,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-04-01,56.9,20.97,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-05-01,84.9,20.67,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-06-01,234.0,19.84,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-07-01,362.3,27.23,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-08-01,258.9,34.7,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-09-01,200.1,27.59,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-10-01,73.8,25.99,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-11-01,44.3,20.9,0.58
Tehri Garhwal,TehriGarhwal_S6,2018-12-01,49.0,18.12,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-01-01,30.5,19.73,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-02-01,28.7,17.17,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-03-01,45.2,17.75,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-04-01,58.9,19.93,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-05-01,84.5,19.73,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-06-01,234.8,20.01,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-07-01,335.8,26.65,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-08-01,282.1,29.78,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-09-01,182.7,27.74,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-10-01,80.3,24.61,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-11-01,46.5,19.13,0.58
Tehri Garhwal,TehriGarhwal_S6,2019-12-01,47.0,18.54,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-01-01,31.2,18.18,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-02-01,29.2,16.4,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-03-01,44.8,16.87,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-04-01,59.4,19.64,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-05-01,86.3,19.06,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-06-01,221.9,18.35,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-07-01,375.2,22.74,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-08-01,279.3,30.08,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-09-01,178.3,28.69,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-10-01,89.9,22.59,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-11-01,44.3,20.76,0.58
Tehri Garhwal,TehriGarhwal_S6,2020-12-01,38.6,18.07,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-01-01,32.5,17.9,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-02-01,29.8,16.06,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-03-01,53.7,17.86,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-04-01,68.7,17.58,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-05-01,88.2,19.16,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-06-01,298.9,18.24,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-07-01,378.8,26.75,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-08-01,326.9,29.8,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-09-01,239.7,27.13,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-10-01,99.4,24.65,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-11-01,49.0,18.86,0.58
Tehri Garhwal,TehriGarhwal_S6,2021-12-01,46.5,16.71,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-01-01,31.6,18.51,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-02-01,30.5,17.43,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-03-01,42.8,15.84,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-04-01,61.5,17.33,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-05-01,90.8,16.8,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-06-01,217.6,17.32,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-07-01,295.5,23.91,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-08-01,318.2,23.19,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-09-01,156.7,27.26,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-10-01,92.8,20.18,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-11-01,43.9,18.01,0.58
Tehri Garhwal,TehriGarhwal_S6,2022-12-01,50.4,16.82,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-01-01,27.3,17.13,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-02-01,25.1,15.16,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-03-01,39.2,16.25,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-04-01,54.9,16.21,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-05-01,74.9,15.55,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-06-01,224.0,17.07,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-07-01,262.5,23.65,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-08-01,265.4,25.3,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-09-01,181.0,24.2,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-10-01,81.9,19.28,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-11-01,44.9,17.6,0.58
Tehri Garhwal,TehriGarhwal_S6,2023-12-01,36.5,16.59,0.58
Tehri Garhwal,TehriGarhwal_S6,2024-01-01,20.4,16.16,0.58
Tehri Garhwal,TehriGarhwal_S6,2024-02-01,23.4,15.61,0.58
Tehri Garhwal,TehriGarhwal_S6,2024-03-01,34.6,15.34,0.58
